"id","date","manner_of_death","armed","age","gender","race","city","state","signs_of_mental_illness","threat_level","flee","body_camera"
1257,"2016-02-10","shot","knife",52,"MALE","WHITE","Roseville","MN","True","attack","Not fleeing","True"
1260,"2016-02-10","shot","gun",56,"MALE","OTHER","Henderson County","TX","True","attack","Not fleeing","False"
1258,"2016-02-11","shot","knife",35,"MALE","WHITE","Maiden","NC","True","other","Not fleeing","False"
1261,"2016-02-11","shot","ax",45,"MALE","WHITE","Lancaster","CA","False","other","Not fleeing","False"
1263,"2016-02-11","shot","machete",30,"MALE","BLACK","Columbus","OH","False","attack","Car","False"
1262,"2016-02-12","shot","gun",29,"MALE","BLACK","Boston","MA","True","attack","Not fleeing","False"
1273,"2016-02-12","shot","gun",53,"MALE","WHITE","Fort Worth","TX","False","other","Not fleeing","False"
1276,"2016-02-12","shot","gun",32,"FEMALE","BLACK","Syracuse","NY","True","other","Not fleeing","False"
1266,"2016-02-13","shot","gun",22,"MALE","BLACK","Baton Rouge","LA","True","attack","Car","True"
1268,"2016-02-13","shot and Tasered","gun",29,"MALE","BLACK","Urbandale","IA","False","attack","Not fleeing","True"
1270,"2016-02-13","shot","unarmed",24,"MALE","BLACK","Beckville","TX","False","other","Other","False"
1272,"2016-02-13","shot","unarmed",19,"MALE","BLACK","Arvonia","VA","False","attack","Not fleeing","False"
1280,"2016-02-14","shot","knife",26,"MALE","WHITE","Van Nuys","CA","False","other","Not fleeing","False"
1269,"2016-02-14","shot","knife",50,"MALE","WHITE","Bradenton","FL","True","other","Not fleeing","False"
1271,"2016-02-14","shot","gun",29,"MALE","HISPANIC","Los Angeles","CA","False","other","Not fleeing","False"
1282,"2016-02-15","shot","gun",52,"MALE","HISPANIC","Jal","NM","False","attack","Not fleeing","False"
1274,"2016-02-15","shot","undetermined",39,"MALE","WHITE","Yorba Linda","CA","False","undetermined","Not fleeing","False"
1275,"2016-02-16","shot","knife",51,"MALE","WHITE","Fairfield","CT","True","other","Not fleeing","False"
1278,"2016-02-16","shot","vehicle",48,"MALE","WHITE","Republic","MO","False","attack","Car","False"
1279,"2016-02-16","shot","gun",30,"MALE","WHITE","Mena","AR","False","other","Foot","False"
1281,"2016-02-17","shot","toy weapon",37,"MALE","BLACK","Cincinnati","OH","False","other","Other","False"
1284,"2016-02-18","shot and Tasered","undetermined",25,"MALE","WHITE","Commerce","GA","False","other","Not fleeing","False"
1285,"2016-02-18","shot","undetermined",30,"MALE","HISPANIC","Santa Ana","CA","False","undetermined","Not fleeing","False"
1286,"2016-02-18","shot","undetermined",35,"MALE","HISPANIC","Santa Ana","CA","False","undetermined","Not fleeing","False"
1287,"2016-02-18","shot","gun",32,"MALE","HISPANIC","Reno","TX","False","attack","Not fleeing","False"
1295,"2016-02-19","shot","knife",35,"MALE","WHITE","Ogden","UT","True","attack","Not fleeing","False"
1297,"2016-02-19","shot","gun",31,"MALE","WHITE","Elizabethton","TN","False","attack","Not fleeing","False"
1291,"2016-02-20","shot","gun",30,"MALE","HISPANIC","Anaheim","CA","False","attack","Car","True"
1294,"2016-02-20","shot","gun",23,"MALE","HISPANIC","Albuquerque","NM","False","attack","Foot","False"
1296,"2016-02-20","shot","gun",41,"MALE","BLACK","Lakewood","WA","False","attack","Car","False"
1298,"2016-02-20","shot","gun",45,"MALE","WHITE","Iuka","MS","True","attack","Not fleeing","False"
1289,"2016-02-21","shot","gun",46,"MALE","BLACK","Seattle","WA","False","other","Not fleeing","False"
1290,"2016-02-21","shot","gun",36,"FEMALE","NATIVE AMERICAN","Phoenix","AZ","True","attack","Foot","False"
1292,"2016-02-21","shot","gun",31,"FEMALE","BLACK","Inglewood","CA","False","other","Not fleeing","False"
1293,"2016-02-21","shot","undetermined",32,"MALE","BLACK","Inglewood","CA","False","other","Not fleeing","False"
1305,"2016-02-21","shot","gun",38,"FEMALE","NATIVE AMERICAN","Houston","AK","False","attack","Not fleeing","False"
1301,"2016-02-22","shot","gun",33,"MALE","HISPANIC","Denver","CO","False","attack","Other","False"
1302,"2016-02-22","shot","knife",45,"MALE","WHITE","Bakersfield","CA","False","attack","Not fleeing","False"
1303,"2016-02-22","shot","vehicle",38,"MALE","WHITE","Mission","TX","True","other","Car","False"
1304,"2016-02-22","shot","toy weapon",22,"MALE","WHITE","Fairborn","OH","False","other","Not fleeing","False"
1306,"2016-02-23","shot","vehicle",48,"MALE","BLACK","Baton Rouge","LA","True","attack","Not fleeing","False"
1309,"2016-02-23","shot","gun",36,"MALE","HISPANIC","Ripon","CA","False","other","Other","False"
1310,"2016-02-23","shot and Tasered","machete",39,"MALE","HISPANIC","Houston","TX","True","attack","Not fleeing","False"
1317,"2016-02-23","shot","gun",26,"MALE","WHITE","Phoenix","AZ","True","attack","Not fleeing","False"
1307,"2016-02-24","shot","knife",16,"MALE","WHITE","Blue Springs","MO","True","other","Not fleeing","False"
1313,"2016-02-24","shot","gun",58,"MALE","WHITE","Bailey","CO","True","attack","Not fleeing","False"
1314,"2016-02-24","shot","vehicle",27,"MALE","HISPANIC","Phoenix","AZ","False","other","Car","False"
1316,"2016-02-24","shot","vehicle",26,"MALE","HISPANIC","Cerritos","CA","False","attack","Not fleeing","False"
1318,"2016-02-24","shot","unarmed",21,"MALE","BLACK","East Troy","WI","False","undetermined","Car","False"
1312,"2016-02-25","shot","gun",37,"MALE","WHITE","Evans","CO","False","attack","Foot","True"
1315,"2016-02-25","shot","pole",56,"MALE","BLACK","Montgomery","AL","False","undetermined","Not fleeing","True"
1319,"2016-02-25","shot","gun",19,"MALE","WHITE","Silver Springs","NV","False","attack","Not fleeing","True"
1320,"2016-02-25","shot","gun",38,"MALE","BLACK","Hesston","KS","True","attack","Not fleeing","False"
1322,"2016-02-26","shot","toy weapon",18,"MALE","BLACK","Roanoke","VA","True","other","Not fleeing","False"
1324,"2016-02-26","shot","unarmed",35,"MALE","WHITE","Rapid Valley","SD","False","attack","Not fleeing","False"
1325,"2016-02-27","shot","gun",23,"MALE","HISPANIC","San Antonio","TX","False","attack","Car","True"
1321,"2016-02-28","shot","gun",41,"MALE","WHITE","Ashville","AL","False","attack","Not fleeing","False"
1323,"2016-02-28","shot","gun",44,"MALE","WHITE","Rapid City","SD","True","attack","Not fleeing","False"
1327,"2016-02-29","shot","gun",24,"MALE","BLACK","Raleigh","NC","False","attack","Foot","False"
1328,"2016-03-01","shot","gun",39,"MALE","HISPANIC","Palm Bay","FL","True","attack","Not fleeing","False"
1329,"2016-03-01","shot","gun",22,"MALE","HISPANIC","Euless","TX","True","attack","Not fleeing","False"
1330,"2016-03-01","shot","gun",37,"MALE","WHITE","Gautier","MS","False","attack","Not fleeing","False"
1331,"2016-03-02","shot","unarmed",36,"MALE","WHITE","Bel Air","MD","True","other","Not fleeing","False"
1341,"2016-03-02","shot and Tasered","knife",41,"MALE","WHITE","Johnstown","PA","False","other","Not fleeing","False"
1335,"2016-03-03","shot","knife",27,"MALE","HISPANIC","Gilbert","AZ","False","other","Car","False"
1338,"2016-03-04","shot","undetermined",66,"MALE","","Sims","AR","False","undetermined","","False"
1342,"2016-03-04","shot","unarmed",30,"MALE","WHITE","East Berstadt","KY","False","undetermined","Not fleeing","False"
1334,"2016-03-05","shot","gun",34,"MALE","WHITE","Cheektowaga","NY","True","attack","Not fleeing","False"
1336,"2016-03-05","shot","gun",22,"MALE","WHITE","Beaumont","TX","True","other","Not fleeing","False"
1332,"2016-03-06","shot","gun",51,"MALE","WHITE","Azle","TX","True","attack","Not fleeing","False"
1333,"2016-03-06","shot","unarmed",42,"MALE","WHITE","Bismarck","ND","False","undetermined","Foot","False"
1340,"2016-03-06","shot","gun",41,"MALE","HISPANIC","South Gate","CA","False","attack","Other","False"
1339,"2016-03-07","shot","gun",49,"MALE","WHITE","Rochester","NY","True","attack","Not fleeing","False"
1343,"2016-03-07","shot","knife",45,"MALE","WHITE","San Jose","CA","False","other","Not fleeing","False"
1344,"2016-03-07","shot","undetermined",45,"MALE","WHITE","Topeka","KS","False","undetermined","Not fleeing","False"
1345,"2016-03-07","shot","gun",42,"MALE","WHITE","Billings","MT","False","attack","Not fleeing","False"
1348,"2016-03-07","shot","vehicle",41,"MALE","HISPANIC","Carlsbad","NM","False","other","Car","False"
1347,"2016-03-08","shot","toy weapon",27,"MALE","WHITE","Tampa","FL","True","attack","Not fleeing","False"
1349,"2016-03-10","shot","toy weapon",37,"MALE","WHITE","Biloxi","MS","False","other","Not fleeing","False"
1351,"2016-03-10","shot","toy weapon",22,"MALE","BLACK","Reno","NV","True","attack","Foot","False"
1352,"2016-03-10","shot","gun",21,"MALE","HISPANIC","Long Beach","CA","False","other","Foot","False"
1353,"2016-03-10","shot","gun",50,"MALE","WHITE","Odessa","TX","True","attack","Not fleeing","False"
1354,"2016-03-10","shot","vehicle",23,"MALE","HISPANIC","Colorado City","CO","False","attack","Car","False"
1350,"2016-03-11","shot","gun",25,"MALE","BLACK","Norfolk","VA","False","attack","Not fleeing","True"
1355,"2016-03-11","shot","gun",51,"MALE","WHITE","Rosalia","KS","True","attack","Not fleeing","True"
1375,"2016-03-11","shot","knife",46,"MALE","WHITE","Clinton","IL","True","other","Not fleeing","False"
1515,"2016-03-11","shot","gun",23,"MALE","HISPANIC","Newark","CA","False","attack","Foot","False"
1357,"2016-03-12","shot and Tasered","unarmed",37,"MALE","BLACK","Houston","TX","False","other","Foot","False"
1365,"2016-03-12","shot and Tasered","Taser",20,"MALE","BLACK","Houston","TX","False","attack","Not fleeing","False"
1476,"2016-03-12","shot","gun",43,"MALE","WHITE","Greensboro","NC","True","attack","Not fleeing","True"
1356,"2016-03-13","shot","vehicle",45,"MALE","WHITE","Glendale","CA","True","attack","Car","False"
1358,"2016-03-13","shot","unarmed",16,"MALE","HISPANIC","Addison","TX","False","undetermined","Car","False"
1359,"2016-03-13","shot","unarmed",30,"MALE","WHITE","Lenoir City","TN","False","other","Car","True"
1360,"2016-03-13","shot","gun",26,"MALE","WHITE","Piedmont","AL","False","attack","Car","False"
1361,"2016-03-13","shot","gun",24,"MALE","BLACK","Chester","PA","False","attack","Not fleeing","False"
1362,"2016-03-13","shot","hammer",38,"FEMALE","WHITE","Vancouver","WA","False","attack","Not fleeing","False"
1379,"2016-03-13","shot","gun",28,"MALE","BLACK","Landover","MD","False","other","Not fleeing","False"
1364,"2016-03-14","shot","gun",29,"MALE","BLACK","Chicago","IL","False","attack","Foot","False"
1366,"2016-03-15","shot","gun",34,"MALE","WHITE","Russellville","KY","False","other","Foot","False"
1369,"2016-03-15","shot","knife",38,"MALE","WHITE","Evansville","IN","False","other","Car","True"
1371,"2016-03-15","shot","gun",43,"MALE","WHITE","Fort Worth","TX","False","other","Other","True"
1367,"2016-03-16","shot","unarmed",23,"MALE","HISPANIC","Florence","CA","True","other","Not fleeing","False"
1368,"2016-03-16","shot","gun",33,"MALE","HISPANIC","San Antonio","TX","True","attack","Not fleeing","False"
1374,"2016-03-16","shot","gun",40,"MALE","WHITE","Anson County","NC","True","attack","Not fleeing","False"
1370,"2016-03-17","shot","gun",38,"MALE","ASIAN","Burnsville","MN","True","other","Not fleeing","True"
1372,"2016-03-17","shot","gun",53,"MALE","ASIAN","Tampa","FL","False","attack","Not fleeing","False"
1376,"2016-03-17","shot","gun",29,"MALE","BLACK","Houston","TX","False","attack","","False"
1377,"2016-03-17","shot","gun",30,"MALE","BLACK","Houston","TX","False","attack","Not fleeing","False"
1386,"2016-03-18","shot","gun",49,"MALE","","Byron","CA","True","attack","Not fleeing","False"
1401,"2016-03-18","shot","gun",60,"MALE","WHITE","Idaho Falls","ID","False","other","Not fleeing","False"
1382,"2016-03-19","shot","toy weapon",25,"FEMALE","BLACK","Norfolk","VA","False","attack","Not fleeing","False"
1387,"2016-03-19","shot","undetermined",24,"MALE","WHITE","Covington","LA","False","undetermined","Car","False"
1388,"2016-03-19","shot","gun",21,"MALE","BLACK","Chicago","IL","False","attack","Foot","False"
1392,"2016-03-19","shot","gun",23,"MALE","WHITE","White Plains","KY","False","attack","Other","False"
1380,"2016-03-20","shot","knife",61,"MALE","WHITE","Hopewell","VA","True","other","Not fleeing","True"
1391,"2016-03-20","shot","gun",54,"MALE","WHITE","Fort Littleton","PA","False","attack","Other","False"
1393,"2016-03-20","shot","gun",62,"MALE","HISPANIC","Fort Wayne","IN","False","attack","Foot","False"
1394,"2016-03-20","shot","toy weapon",16,"MALE","BLACK","Gainesville","FL","True","other","Not fleeing","False"
1395,"2016-03-21","shot and Tasered","knife",76,"MALE","WHITE","Burlington","VT","True","other","Not fleeing","True"
1396,"2016-03-21","shot","toy weapon",25,"MALE","WHITE","Stamford","CT","True","attack","Not fleeing","False"
1397,"2016-03-21","shot","gun",28,"MALE","WHITE","South Greensburg","PA","True","attack","Car","False"
1398,"2016-03-22","shot","pick-axe",25,"MALE","HISPANIC","Miami","FL","True","other","Not fleeing","False"
1399,"2016-03-22","shot","vehicle",33,"MALE","WHITE","Fredericksburg","VA","False","attack","Other","True"
1400,"2016-03-23","shot","gun",51,"MALE","WHITE","Thornton","CO","False","attack","Not fleeing","False"
1402,"2016-03-23","shot","gun",34,"MALE","HISPANIC","Fresno","CA","False","attack","Foot","True"
1403,"2016-03-23","shot","gun",30,"MALE","BLACK","Raleigh","TN","True","attack","Not fleeing","False"
1404,"2016-03-24","shot","knife",44,"MALE","WHITE","Braintree","MA","False","other","Foot","False"
1405,"2016-03-24","shot","toy weapon",24,"MALE","BLACK","Pawtucket","RI","False","attack","Foot","False"
1406,"2016-03-24","shot","gun",29,"MALE","WHITE","Redlands","CA","False","attack","Not fleeing","False"
1407,"2016-03-24","shot","gun and knife",48,"MALE","HISPANIC","Pueblo","CO","False","other","Not fleeing","True"
1408,"2016-03-24","shot","gun",19,"MALE","HISPANIC","Pueblo of Laguna","NM","False","attack","Not fleeing","True"
1415,"2016-03-24","shot","gun",22,"MALE","BLACK","Blue Springs","MO","False","attack","Not fleeing","False"
1412,"2016-03-26","shot","meat cleaver",39,"MALE","HISPANIC","Lowell","MA","True","other","Not fleeing","False"
1413,"2016-03-26","shot","gun",36,"MALE","WHITE","Grundy","VA","True","other","Not fleeing","False"
1414,"2016-03-26","shot","gun",55,"MALE","WHITE","Myrtle Beach","SC","False","attack","Not fleeing","True"
1416,"2016-03-26","shot","gun",46,"MALE","WHITE","Tampa","FL","True","attack","Not fleeing","False"
1410,"2016-03-27","shot","knife",34,"MALE","WHITE","Lees Summit","MO","True","other","Not fleeing","False"
1411,"2016-03-27","shot","scissors",27,"FEMALE","NATIVE AMERICAN","Winslow","AZ","False","other","Not fleeing","True"
1417,"2016-03-27","shot","gun",33,"MALE","WHITE","Roswell","NM","True","attack","Not fleeing","True"
1418,"2016-03-27","shot","gun",18,"MALE","BLACK","Kinston","NC","False","other","Not fleeing","False"
1419,"2016-03-27","shot","gun",33,"MALE","WHITE","Splendora","TX","True","attack","Not fleeing","False"
1420,"2016-03-29","shot and Tasered","flashlight",46,"MALE","WHITE","Clearlake Park","CA","False","attack","Not fleeing","True"
1421,"2016-03-29","shot","gun",51,"MALE","WHITE","Piedmont","SC","True","attack","Not fleeing","False"
1422,"2016-03-29","shot","gun",50,"FEMALE","WHITE","Aitkin","MN","True","attack","Not fleeing","False"
1423,"2016-03-30","shot","gun",33,"MALE","WHITE","Los Angeles","CA","False","attack","Foot","False"
1436,"2016-03-30","shot","gun",25,"MALE","HISPANIC","Glendale","AZ","False","undetermined","Not fleeing","False"
1514,"2016-03-30","shot","gun",52,"MALE","WHITE","Jackson","GA","False","attack","Not fleeing","False"
1846,"2016-03-31","shot","gun",31,"MALE","BLACK","Las Vegas","NV","False","attack","Foot","True"
1424,"2016-03-31","shot","gun",18,"MALE","BLACK","Baltimore","MD","False","attack","Not fleeing","False"
1425,"2016-03-31","shot","gun",43,"MALE","BLACK","Baltimore","MD","False","attack","Not fleeing","False"
1426,"2016-03-31","shot","gun",34,"MALE","BLACK","Richmond","VA","False","attack","Not fleeing","False"
1427,"2016-04-01","shot","shovel",65,"MALE","HISPANIC","Lockhart","TX","True","undetermined","Not fleeing","False"
1435,"2016-04-01","shot","gun",37,"MALE","HISPANIC","Odessa","TX","False","attack","Not fleeing","False"
1432,"2016-04-02","shot","gun",30,"MALE","BLACK","Indianapolis","IN","False","attack","Not fleeing","False"
1845,"2016-04-03","shot","undetermined",48,"MALE","WHITE","Raceland","LA","False","undetermined","","False"
1430,"2016-04-03","shot","unknown weapon",36,"FEMALE","WHITE","Macon County","AL","True","other","Not fleeing","True"
1431,"2016-04-03","shot","gun",25,"MALE","WHITE","Austin","TX","False","attack","Foot","False"
1433,"2016-04-03","shot","Taser",69,"MALE","WHITE","Eau Claire","WI","False","attack","Not fleeing","False"
1428,"2016-04-04","shot","knife",50,"MALE","HISPANIC","Minneapolis","MN","True","attack","Not fleeing","False"
1437,"2016-04-05","shot","knife",52,"MALE","WHITE","West Springfield","MA","True","other","Not fleeing","False"
1438,"2016-04-05","shot","unarmed",44,"MALE","BLACK","Indianapolis","IN","False","attack","Not fleeing","True"
1439,"2016-04-06","shot","ax",60,"MALE","WHITE","Oak Hill","OH","False","other","Not fleeing","False"
1441,"2016-04-06","shot","ax",40,"FEMALE","BLACK","Gallatin","TN","False","attack","Not fleeing","True"
1442,"2016-04-06","shot and Tasered","knife",20,"MALE","HISPANIC","Sylmar","CA","True","attack","Not fleeing","False"
1443,"2016-04-07","shot","knife",45,"MALE","HISPANIC","San Francisco","CA","False","other","Not fleeing","False"
1445,"2016-04-07","shot","vehicle",44,"MALE","WHITE","Omaha","NE","False","attack","Not fleeing","False"
1444,"2016-04-08","shot","knife",40,"MALE","BLACK","Sacramento","CA","True","other","Foot","False"
1446,"2016-04-08","shot","hatchet",25,"FEMALE","WHITE","Lake Hallie","WI","True","other","Not fleeing","False"
1448,"2016-04-08","shot","knife",43,"MALE","BLACK","Kentwood","MI","False","other","Not fleeing","True"
1447,"2016-04-09","shot","gun",27,"MALE","BLACK","New Brunswick","NJ","False","attack","Foot","False"
1453,"2016-04-09","shot","gun",19,"MALE","BLACK","Philadelphia","PA","False","attack","Foot","False"
1449,"2016-04-10","shot","gun",39,"MALE","WHITE","Modesto","CA","False","other","Car","False"
1451,"2016-04-10","shot","knife",30,"MALE","WHITE","Rotterdam","NY","True","attack","Not fleeing","False"
1452,"2016-04-10","shot","knife",28,"MALE","HISPANIC","Los Angeles","CA","False","attack","Not fleeing","False"
1454,"2016-04-11","shot","gun",22,"MALE","HISPANIC","Las Vegas","NV","False","attack","Not fleeing","False"
1455,"2016-04-11","shot","gun",16,"MALE","BLACK","Chicago","IL","False","attack","Foot","False"
1456,"2016-04-12","shot","unarmed",40,"MALE","WHITE","Denver","CO","False","other","Car","False"
1457,"2016-04-12","shot","gun",38,"MALE","HISPANIC","Benton","IL","False","attack","Car","False"
1458,"2016-04-12","shot","vehicle",20,"MALE","WHITE","Noma","FL","False","other","Car","True"
1459,"2016-04-13","shot","undetermined",35,"MALE","BLACK","Stockton","CA","False","attack","Not fleeing","False"
1460,"2016-04-13","shot","gun",52,"MALE","WHITE","Llano","TX","False","attack","Not fleeing","False"
1462,"2016-04-13","shot","gun",26,"MALE","WHITE","Sparta","TN","False","attack","Car","False"
1463,"2016-04-14","shot and Tasered","unarmed",54,"MALE","WHITE","McPherson","KS","True","attack","Not fleeing","False"
1465,"2016-04-15","shot","baseball bat",38,"MALE","HISPANIC","Lake Elsinore","CA","False","other","Not fleeing","False"
1469,"2016-04-15","shot","gun",52,"MALE","WHITE","Cache","OK","True","attack","Not fleeing","False"
1471,"2016-04-15","shot","undetermined",26,"MALE","WHITE","Muncie","IN","False","attack","Foot","True"
1473,"2016-04-16","shot","gun",53,"MALE","WHITE","Antioch","IL","False","attack","Not fleeing","False"
1464,"2016-04-17","shot","gun",35,"FEMALE","BLACK","Dayton","OH","False","other","Car","False"
1466,"2016-04-17","shot","unarmed",22,"MALE","WHITE","El Paso","TX","True","other","Not fleeing","False"
1467,"2016-04-17","shot","gun",31,"MALE","BLACK","Vineland","NJ","False","attack","Foot","False"
1470,"2016-04-17","shot","gun",32,"MALE","BLACK","New York","NY","False","attack","Foot","False"
1472,"2016-04-17","shot","vehicle",37,"MALE","BLACK","Troy","NY","False","attack","Car","False"
1475,"2016-04-18","shot","gun",28,"MALE","BLACK","Greenbelt","MD","False","attack","Not fleeing","False"
1479,"2016-04-18","shot","gun",18,"MALE","BLACK","Mableton","GA","False","attack","Not fleeing","False"
1474,"2016-04-19","shot","gun",41,"MALE","ASIAN","Charlotte","NC","True","attack","Not fleeing","False"
1477,"2016-04-19","shot","gun",15,"MALE","BLACK","St. Louis","MO","False","attack","Other","False"
1478,"2016-04-19","shot","gun",38,"MALE","WHITE","Brooksville","AL","False","attack","Car","False"
1480,"2016-04-20","shot","gun",41,"MALE","WHITE","Homestead","FL","False","attack","Not fleeing","False"
1481,"2016-04-20","shot","undetermined",52,"MALE","WHITE","Perryville","AR","False","other","Not fleeing","False"
1482,"2016-04-21","shot","knife",48,"MALE","HISPANIC","Everett","MA","False","other","Not fleeing","False"
1484,"2016-04-22","shot","knife",29,"MALE","WHITE","Austin","TX","True","attack","Not fleeing","False"
1485,"2016-04-22","shot","knife",51,"MALE","WHITE","Berne","NY","True","attack","Not fleeing","False"
1483,"2016-04-23","shot","vehicle",21,"MALE","BLACK","Fort Pierce","FL","False","attack","Car","False"
1486,"2016-04-23","shot","gun",24,"MALE","WHITE","Chandler","AZ","True","attack","Not fleeing","False"
1487,"2016-04-23","shot","gun",18,"MALE","WHITE","Antigo","WI","False","attack","Not fleeing","False"
1488,"2016-04-23","shot","gun",30,"MALE","WHITE","Norfolk","VA","True","attack","Not fleeing","False"
1527,"2016-04-23","shot and Tasered","vehicle",33,"MALE","BLACK","Fayetteville","AR","False","other","Car","True"
1489,"2016-04-25","shot","gun",60,"FEMALE","WHITE","East Flat Rock","NC","True","attack","Not fleeing","False"
1490,"2016-04-26","shot","gun",28,"MALE","WHITE","Lakewood","CO","False","attack","Foot","False"
1491,"2016-04-26","shot","gun",26,"MALE","BLACK","Chesapeake","VA","True","attack","Not fleeing","True"
1492,"2016-04-26","shot","gun",24,"FEMALE","WHITE","Albuquerque","NM","True","attack","Car","False"
1493,"2016-04-26","shot","gun",44,"MALE","WHITE","Kingsbury","TX","False","other","Other","False"
1840,"2016-04-27","shot","gun",36,"MALE","WHITE","Milcreek","UT","False","attack","Not fleeing","False"
1494,"2016-04-27","shot","machete",34,"MALE","ASIAN","Atlanta","GA","False","other","Not fleeing","False"
1495,"2016-04-27","shot","gun",21,"MALE","WHITE","Westminster","CO","False","attack","Not fleeing","False"
1498,"2016-04-28","shot","knife",37,"MALE","BLACK","Miami","FL","False","attack","Not fleeing","False"
1499,"2016-04-28","shot","gun",53,"MALE","WHITE","Boise","ID","True","attack","Not fleeing","True"
1500,"2016-04-28","shot and Tasered","knife",45,"MALE","WHITE","Spokane","WA","True","other","Not fleeing","True"
1501,"2016-04-28","shot","vehicle",24,"MALE","BLACK","Houston","TX","False","other","Car","False"
1506,"2016-04-29","shot","vehicle",48,"MALE","WHITE","Jackson","MO","False","attack","Car","False"
1504,"2016-04-30","shot","knife",42,"MALE","WHITE","Wausau","WI","False","other","Not fleeing","False"
1505,"2016-04-30","shot","knife",33,"MALE","WHITE","Spanish Fork","UT","False","other","Foot","False"
1507,"2016-04-30","shot","vehicle",55,"MALE","WHITE","Florence","AZ","False","attack","Car","False"
1508,"2016-04-30","shot","knife",28,"MALE","ASIAN","Los Angeles","CA","False","other","Not fleeing","True"
1502,"2016-05-01","shot","toy weapon",25,"MALE","BLACK","Orlando","FL","False","attack","Not fleeing","False"
1503,"2016-05-01","shot","gun",28,"MALE","WHITE","Alamo","TN","True","other","Not fleeing","False"
1842,"2016-05-02","shot","gun",52,"MALE","BLACK","Greenville","SC","False","attack","Not fleeing","False"
1510,"2016-05-03","shot","knife",59,"MALE","WHITE","Visalia","CA","False","other","Not fleeing","False"
1509,"2016-05-04","shot","vehicle",52,"MALE","WHITE","Philadelphia","PA","False","other","Not fleeing","False"
1511,"2016-05-04","shot","gun",39,"MALE","WHITE","Burien","WA","False","attack","Car","False"
1512,"2016-05-04","shot","knife",18,"MALE","","Temecula","CA","False","other","Not fleeing","False"
1513,"2016-05-04","shot","undetermined",40,"MALE","WHITE","Buffalo","MO","False","attack","Not fleeing","False"
1516,"2016-05-05","shot","vehicle",36,"MALE","WHITE","Gretna","LA","False","attack","Car","False"
1517,"2016-05-05","shot","gun",38,"MALE","BLACK","Milwaukee","WI","False","attack","Foot","True"
1518,"2016-05-05","shot","gun",26,"FEMALE","BLACK","Orlando","FL","False","attack","Not fleeing","False"
1519,"2016-05-06","shot","gun",,"MALE","BLACK","Weirton","WV","True","other","Not fleeing","False"
1523,"2016-05-07","shot","gun",29,"MALE","WHITE","Lake Stevens","WA","True","other","Not fleeing","False"
1525,"2016-05-07","shot","gun",37,"MALE","BLACK","St. Petersburg","FL","False","attack","Other","False"
1529,"2016-05-07","shot and Tasered","knife",29,"MALE","OTHER","Presque Isle","ME","False","other","Not fleeing","False"
1522,"2016-05-08","shot","toy weapon",21,"MALE","BLACK","Long Beach","CA","False","other","Not fleeing","False"
1844,"2016-05-09","shot","toy weapon",33,"MALE","BLACK","El Paso","TX","False","other","Not fleeing","False"
1520,"2016-05-09","shot","gun",33,"MALE","BLACK","St. Paul","MN","False","attack","Not fleeing","False"
1524,"2016-05-09","shot","unarmed",23,"MALE","WHITE","St. Martin","MS","False","attack","Not fleeing","False"
1526,"2016-05-09","shot","gun",26,"MALE","WHITE","Chicago","IL","False","other","Foot","False"
1528,"2016-05-09","shot","gun",59,"MALE","","Hog Valley","FL","False","attack","Not fleeing","False"
1531,"2016-05-09","shot","gun",29,"MALE","WHITE","Nacogdoches","TX","True","attack","Other","False"
1532,"2016-05-10","shot","knife",28,"MALE","BLACK","Taunton","MA","True","attack","Not fleeing","False"
1530,"2016-05-11","shot","gun",35,"MALE","WHITE","Aurora","CO","False","attack","Car","False"
1533,"2016-05-11","shot","vehicle",33,"MALE","ASIAN","San Diego","CA","False","other","Car","True"
1534,"2016-05-11","shot","gun",24,"MALE","BLACK","Greeley","CO","False","attack","Car","False"
1535,"2016-05-11","shot","gun",,"MALE","WHITE","Byng","OK","True","attack","Car","False"
1539,"2016-05-13","shot","gun",28,"MALE","HISPANIC","Boyle Heights","CA","False","attack","Not fleeing","True"
1536,"2016-05-14","shot","knife",19,"MALE","WHITE","Jacksonsville","FL","True","other","Not fleeing","False"
1537,"2016-05-14","shot","gun",43,"MALE","NATIVE AMERICAN","Phoenix","AZ","False","attack","Not fleeing","True"
1538,"2016-05-14","shot","gun",59,"MALE","WHITE","Osteen","FL","False","attack","Not fleeing","False"
1540,"2016-05-14","shot and Tasered","gun",34,"MALE","WHITE","Stockbridge","GA","True","other","Not fleeing","False"
1541,"2016-05-15","shot","gun",35,"MALE","WHITE","Shawnee National Forest","IL","False","attack","Foot","False"
1542,"2016-05-16","shot","gun",23,"MALE","BLACK","Riverdale","GA","False","attack","Foot","False"
1544,"2016-05-17","shot","ax",36,"MALE","WHITE","Siskiyou County","CA","True","other","Not fleeing","False"
1543,"2016-05-18","shot","knife",46,"MALE","WHITE","New York","NY","True","other","Not fleeing","False"
1545,"2016-05-18","shot","gun",44,"MALE","WHITE","Sullivan","MO","False","attack","Other","False"
1546,"2016-05-18","shot","gun",20,"MALE","HISPANIC","Phoenix","AZ","False","attack","Not fleeing","False"
1547,"2016-05-19","shot","unarmed",30,"MALE","HISPANIC","Las Vegas","NV","False","attack","Not fleeing","False"
1548,"2016-05-19","shot","unarmed",29,"FEMALE","BLACK","San Francisco","CA","False","undetermined","Car","False"
